salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,positionId
150.0,2026-01-15T11:00:00,2026-01-15T21:00:00,[],[],16017328,247098,141403,2026-01-15,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:00,55297,
150.0,2026-01-15T11:00:00,2026-01-15T21:00:00,[],[],16017341,247134,141418,2026-01-15,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:00,55297,
99.4,2026-01-15T14:00:00,2026-01-15T21:00:00,[],[],16017342,247112,141569,2026-01-15,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:07:00,55297,
0.0,2026-01-15T10:00:00,2026-01-15T17:00:00,[],[],16017752,251262,141853,2026-01-15,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,55297,
0.0,2026-01-15T09:00:00,2026-01-15T18:00:00,[],[],16017375,247145,141397,2026-01-15,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,83216.0
0.0,2026-01-15T09:00:00,2026-01-15T20:00:00,[],[],16017376,262321,141397,2026-01-15,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:11:00,54896,83216.0
0.0,2026-01-15T11:00:00,2026-01-15T18:00:00,[],[],16017377,247669,141398,2026-01-15,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,54896,85099.0
0.0,2026-01-15T12:00:00,2026-01-15T22:00:00,[],[],16017379,265775,141398,2026-01-15,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:10:00,54896,85099.0
112.41583333333338,2026-01-15T10:00:00,2026-01-15T18:07:00,[],[],16017529,247118,141399,2026-01-15,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:07,54896,83046.0
92.33333333333339,2026-01-15T13:20:00,2026-01-15T20:00:00,[],[],16017530,248254,141399,2026-01-15,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:40,54896,83046.0
96.95,2026-01-15T18:00:00,2026-01-16T01:00:00,[],[],16017531,247087,141399,2026-01-15,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83046.0
110.8,2026-01-15T17:00:00,2026-01-16T01:00:00,[],[],16017532,248027,141399,2026-01-15,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83046.0
96.95,2026-01-15T18:00:00,2026-01-16T01:00:00,[],[],16017534,248037,141399,2026-01-15,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83046.0
124.65,2026-01-15T16:00:00,2026-01-16T01:00:00,[],[],16018049,265824,141399,2026-01-15,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:00,54896,
95.79583333333338,2026-01-15T13:05:00,2026-01-15T20:00:00,[],[],16017120,247115,141400,2026-01-15,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:55,54896,83215.0
96.95,2026-01-15T17:00:00,2026-01-16T00:00:00,[],[],16017127,248029,141400,2026-01-15,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83215.0
96.95,2026-01-15T17:00:00,2026-01-16T00:00:00,[],[],16017136,265022,141400,2026-01-15,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83215.0
