salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,positionId
143.1166666666662,2026-01-25T12:00:00,2026-01-25T22:20:00,[],[],16017866,248025,141399,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:20,55297,
93.4875,2026-01-25T15:05:00,2026-01-25T21:50:00,[],[],16017864,247998,141401,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:45,55297,
131.575,2026-01-25T11:50:00,2026-01-25T21:20:00,[],[],16017876,249590,141401,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:30,55297,
105.0,2026-01-25T13:00:00,2026-01-25T20:00:00,[],[],16018653,247098,141403,2026-01-25,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:00,55297,
90.025,2026-01-25T08:30:00,2026-01-25T15:00:00,[],[],16017862,248015,141405,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:30,55297,
150.0,2026-01-25T13:00:00,2026-01-25T23:00:00,[],[],16017850,247134,141418,2026-01-25,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:00,55297,
108.75,2026-01-25T08:00:00,2026-01-25T15:15:00,[],[],16017891,265783,141418,2026-01-25,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:15,55297,
101.76666666666671,2026-01-25T11:00:00,2026-01-25T18:10:00,[],[],16017863,248021,141829,2026-01-25,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:07:10,55297,
0.0,2026-01-25T11:00:00,2026-01-25T18:00:00,[],[],16017887,251262,141853,2026-01-25,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,55297,
0.0,2026-01-25T11:00:00,2026-01-25T19:00:00,[],[],16017987,265775,141398,2026-01-25,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:08:00,54896,85099.0
81.94583333333338,2026-01-25T12:05:00,2026-01-25T18:00:00,[],[],16017609,247136,141399,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:55,54896,83046.0
139.6541666666662,2026-01-25T14:30:00,2026-01-26T00:35:00,[],[],16017610,247118,141399,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:05,54896,83046.0
90.025,2026-01-25T18:00:00,2026-01-26T00:30:00,[],[],16018388,265824,141399,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:30,54896,83046.0
103.875,2026-01-25T17:00:00,2026-01-26T00:30:00,[],[],16018389,248037,141399,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:30,54896,83046.0
109.64583333333339,2026-01-25T10:05:00,2026-01-25T18:00:00,[],[],16017654,247129,141400,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:55,54896,83215.0
83.1,2026-01-25T12:00:00,2026-01-25T18:00:00,[],[],16017673,247107,141400,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54896,83215.0
138.5,2026-01-25T13:00:00,2026-01-25T23:00:00,[],[],16017681,265022,141400,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,54896,83215.0
95.79583333333338,2026-01-25T16:00:00,2026-01-25T22:55:00,[],[],16017832,247131,141400,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:55,54896,83215.0
83.1,2026-01-25T17:00:00,2026-01-25T23:00:00,[],[],16017833,248029,141400,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54896,83215.0
110.8,2026-01-25T10:05:00,2026-01-25T18:05:00,[],[],16017956,249060,141401,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82067.0
84.25416666666662,2026-01-25T16:15:00,2026-01-25T22:20:00,[],[],16017959,247080,141401,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:05,54896,82067.0
73.86666666666662,2026-01-25T17:00:00,2026-01-25T22:20:00,[],[],16017961,250230,141401,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:20,54896,82067.0
87.71666666666663,2026-01-25T16:00:00,2026-01-25T22:20:00,[],[],16017969,247103,141401,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:20,54896,82067.0
123.49583333333324,2026-01-25T10:05:00,2026-01-25T19:00:00,[],[],16017985,247126,141401,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:55,54896,82067.0
109.415,2026-01-25T14:27:00,2026-01-25T22:21:00,[],[],16018663,247125,141401,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:54,54896,
120.0,2026-01-25T17:00:00,2026-01-26T01:00:00,[],[],16017803,265630,141403,2026-01-25,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:00,54896,82065.0
96.71916666666662,2026-01-25T10:10:00,2026-01-25T17:09:00,[],[],16017955,248249,141406,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:59,54896,82066.0
95.79583333333338,2026-01-25T15:30:00,2026-01-25T22:25:00,[],[],16017958,247093,141406,2026-01-25,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:55,54896,82066.0
