salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,positionId
93.4875,2026-02-07T16:00:00,2026-02-07T22:45:00,[],[],16018828,248025,141399,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:45,55297,
138.5,2026-02-07T13:00:00,2026-02-07T23:00:00,[],[],16018826,247998,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,55297,
135.0,2026-02-07T14:00:00,2026-02-07T23:00:00,[],[],16018827,247098,141403,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,55297,
103.875,2026-02-07T08:30:00,2026-02-07T16:00:00,[],[],16018822,248015,141405,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:30,55297,
127.8,2026-02-07T11:00:00,2026-02-07T20:00:00,[],[],16018857,265779,141407,2026-02-07,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:09:00,55297,
115.00000000000006,2026-02-07T10:15:00,2026-02-07T17:55:00,[],[],16018818,265783,141418,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:40,55297,
120.0,2026-02-07T08:00:00,2026-02-07T16:00:00,[],[],16018821,247134,141418,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:00,55297,
85.2,2026-02-07T10:00:00,2026-02-07T16:00:00,[],[],16018843,247112,141569,2026-02-07,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:06:00,55297,
113.6,2026-02-07T15:00:00,2026-02-07T23:00:00,[],[],16018825,248021,141829,2026-02-07,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:08:00,55297,
0.0,2026-02-07T11:00:00,2026-02-07T19:00:00,[],[],16018833,263481,141853,2026-02-07,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:08:00,55297,
56.7,2026-02-07T18:30:00,2026-02-07T23:00:00,[],[],16015956,265797,141401,2026-02-07,1201,"{'rate': 12.6, 'type': 'Hourly'}",0:04:30,55301,
94.25,2026-02-07T17:00:00,2026-02-07T23:30:00,[],[],16015960,265814,141403,2026-02-07,1201,"{'rate': 14.5, 'type': 'Hourly'}",0:06:30,55301,
0.0,2026-02-07T16:00:00,2026-02-07T23:00:00,[],[],16018472,265751,141844,2026-02-07,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,55301,
0.0,2026-02-07T12:00:00,2026-02-07T21:00:00,[],[],16018720,262321,141397,2026-02-07,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,83216.0
156.9666666666662,2026-02-07T12:00:00,2026-02-07T23:20:00,[],[],16018895,248037,141399,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:11:20,54896,83046.0
96.95,2026-02-07T18:00:00,2026-02-08T01:00:00,[],[],16018898,248254,141399,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83046.0
96.95,2026-02-07T18:00:00,2026-02-08T01:00:00,[],[],16018899,247119,141399,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83046.0
110.8,2026-02-07T14:00:00,2026-02-07T22:00:00,[],[],16018920,247136,141399,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83046.0
81.94583333333338,2026-02-07T19:05:00,2026-02-08T01:00:00,[],[],16018922,265346,141399,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:55,54896,83046.0
96.95,2026-02-07T18:00:00,2026-02-08T01:00:00,[],[],16018923,248022,141399,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83046.0
139.6541666666662,2026-02-07T14:00:00,2026-02-08T00:05:00,[],[],16018582,247115,141400,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:05,54896,83215.0
138.5,2026-02-07T12:00:00,2026-02-07T22:00:00,[],[],16018588,247107,141400,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,54896,83215.0
125.80416666666676,2026-02-07T15:10:00,2026-02-08T00:15:00,[],[],16018592,247128,141400,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:05,54896,83215.0
132.72916666666677,2026-02-07T12:30:00,2026-02-07T22:05:00,[],[],16018598,247130,141400,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:35,54896,83215.0
110.8,2026-02-07T10:00:00,2026-02-07T18:00:00,[],[],16018608,247133,141400,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0
110.8,2026-02-07T13:00:00,2026-02-07T21:00:00,[],[],16018617,265022,141400,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0
99.25833333333338,2026-02-07T17:00:00,2026-02-08T00:10:00,[],[],16018618,248029,141400,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:10,54896,83215.0
139.6541666666662,2026-02-07T14:00:00,2026-02-08T00:05:00,[],[],16018735,247129,141400,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:05,54896,83215.0
132.72916666666677,2026-02-07T14:25:00,2026-02-08T00:00:00,[],[],16018546,247125,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:35,54896,82067.0
138.5,2026-02-07T12:00:00,2026-02-07T22:00:00,[],[],16018547,250230,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,54896,82067.0
138.5,2026-02-07T10:00:00,2026-02-07T20:00:00,[],[],16018548,249006,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,54896,82067.0
92.33333333333339,2026-02-07T17:15:00,2026-02-07T23:55:00,[],[],16018550,247086,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:40,54896,82067.0
147.7333333333338,2026-02-07T13:15:00,2026-02-07T23:55:00,[],[],16018552,247096,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:40,54896,82067.0
96.95,2026-02-07T17:00:00,2026-02-08T00:00:00,[],[],16018557,247117,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,82067.0
109.64583333333339,2026-02-07T16:00:00,2026-02-07T23:55:00,[],[],16018760,247094,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:55,54896,82067.0
124.65,2026-02-07T10:10:00,2026-02-07T19:10:00,[],[],16018764,247126,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:00,54896,82067.0
96.95,2026-02-07T16:00:00,2026-02-07T23:00:00,[],[],16018498,265778,141402,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83223.0
138.5,2026-02-07T11:00:00,2026-02-07T21:00:00,[],[],16018499,247099,141402,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,54896,83223.0
129.9999999999999,2026-02-07T16:00:00,2026-02-08T00:40:00,[],[],16018551,265630,141403,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:40,54896,82065.0
128.7500000000001,2026-02-07T12:00:00,2026-02-07T20:35:00,[],[],16018555,265774,141403,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:35,54896,82065.0
106.24999999999994,2026-02-07T17:00:00,2026-02-08T00:05:00,[],[],16018761,265793,141403,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:05,54896,82065.0
111.95416666666677,2026-02-07T13:00:00,2026-02-07T21:05:00,[],[],16018506,247074,141405,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:05,54896,
137.34583333333325,2026-02-07T10:05:00,2026-02-07T20:00:00,[],[],16018549,247076,141406,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:55,54896,82066.0
110.8,2026-02-07T16:00:00,2026-02-08T00:00:00,[],[],16018763,249007,141406,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82066.0
120.0,2026-02-07T08:00:00,2026-02-07T16:00:00,[],[],16018656,247075,141416,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:00,54896,83220.0
150.0,2026-02-07T10:00:00,2026-02-07T20:00:00,[],[],16018569,247135,141418,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:00,54896,84166.0
92.50000000000006,2026-02-07T13:00:00,2026-02-07T19:10:00,[],[],16018573,247072,141418,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:06:10,54896,
147.91666666666714,2026-02-07T10:00:00,2026-02-07T20:25:00,[],[],16018908,247139,141569,2026-02-07,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:10:25,54896,83224.0
101.76666666666671,2026-02-07T17:50:00,2026-02-08T01:00:00,[],[],16018921,247067,141569,2026-02-07,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:07:10,54896,83224.0
113.6,2026-02-07T15:00:00,2026-02-07T23:00:00,[],[],16018762,247137,141829,2026-02-07,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:08:00,54896,84389.0
0.0,2026-02-07T12:00:00,2026-02-07T21:00:00,[],[],16018672,247003,141397,2026-02-07,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54895,
0.0,2026-02-07T14:00:00,2026-02-07T23:00:00,[],[],16018714,263444,141398,2026-02-07,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54895,
143.1166666666662,2026-02-07T14:00:00,2026-02-08T00:20:00,[],[],16019507,265113,141399,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:20,54895,
77.32916666666662,2026-02-07T11:00:00,2026-02-07T16:35:00,[],[],16018691,265358,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:35,54895,
103.875,2026-02-07T17:00:00,2026-02-08T00:30:00,[],[],16018692,264570,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:30,54895,
121.1875,2026-02-07T14:00:00,2026-02-07T22:45:00,[],[],16019024,265789,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:45,54895,
100.4125,2026-02-07T13:00:00,2026-02-07T20:15:00,[],[],16019334,265588,141401,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:15,54895,
138.5,2026-02-07T14:00:00,2026-02-08T00:00:00,[],[],16018709,264572,141402,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,54895,
66.94166666666662,2026-02-07T15:10:00,2026-02-07T20:00:00,[],[],16019450,265308,141402,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:04:50,54895,
131.25,2026-02-07T16:00:00,2026-02-08T00:45:00,[],[],16018680,263405,141403,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:45,54895,
96.95,2026-02-07T13:00:00,2026-02-07T20:00:00,[],[],16019449,264483,141406,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54895,
120.0,2026-02-07T11:00:00,2026-02-07T19:00:00,[],[],16018685,265746,141418,2026-02-07,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:00,54895,
110.8,2026-02-07T12:00:00,2026-02-07T20:00:00,[],[],16018708,265353,142041,2026-02-07,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54895,
106.5,2026-02-07T17:00:00,2026-02-08T00:30:00,[],[],16019023,264574,142259,2026-02-07,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:07:30,54895,
