salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,positionId
0.0,2026-01-30T13:00:00,2026-01-30T19:00:00,[],[],16018769,247668,141398,2026-01-30,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:06:00,55297,
90.025,2026-01-30T08:30:00,2026-01-30T15:00:00,[],[],16018417,247998,141401,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:30,55297,
166.2,2026-01-30T10:00:00,2026-01-30T22:00:00,[],[],16018431,249590,141401,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:12:00,55297,
127.5,2026-01-30T14:30:00,2026-01-30T23:00:00,[],[],16018434,247098,141403,2026-01-30,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:30,55297,
127.5,2026-01-30T08:00:00,2026-01-30T16:30:00,[],[],16018423,247134,141418,2026-01-30,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:30,55297,
142.0,2026-01-30T12:00:00,2026-01-30T22:00:00,[],[],16018415,247112,141569,2026-01-30,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:10:00,55297,
99.4,2026-01-30T16:00:00,2026-01-30T23:00:00,[],[],16018418,248021,141829,2026-01-30,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:07:00,55297,
0.0,2026-01-30T16:00:00,2026-01-30T23:00:00,[],[],16018425,263481,141853,2026-01-30,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,55297,
0.0,2026-01-30T10:00:00,2026-01-30T17:00:00,[],[],16018470,265751,141844,2026-01-30,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,55301,
0.0,2026-01-30T11:00:00,2026-01-30T20:00:00,[],[],16018272,247145,141397,2026-01-30,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,83216.0
0.0,2026-01-30T09:00:00,2026-01-30T19:00:00,[],[],16018271,247669,141398,2026-01-30,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:10:00,54896,85099.0
0.0,2026-01-30T15:00:00,2026-01-31T00:00:00,[],[],16018274,265775,141398,2026-01-30,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,85099.0
110.8,2026-01-30T13:00:00,2026-01-30T21:00:00,[],[],16018153,248254,141399,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83046.0
110.8,2026-01-30T10:00:00,2026-01-30T18:00:00,[],[],16018159,247087,141399,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83046.0
110.8,2026-01-30T17:00:00,2026-01-31T01:00:00,[],[],16018160,248027,141399,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83046.0
110.8,2026-01-30T17:00:00,2026-01-31T01:00:00,[],[],16018162,247119,141399,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83046.0
96.95,2026-01-30T18:00:00,2026-01-31T01:00:00,[],[],16018212,248037,141399,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83046.0
96.95,2026-01-30T18:00:00,2026-01-31T01:00:00,[],[],16018213,265113,141399,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83046.0
96.95,2026-01-30T09:00:00,2026-01-30T16:00:00,[],[],16019053,247118,141399,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,
110.8,2026-01-30T10:00:00,2026-01-30T18:00:00,[],[],16018333,247131,141400,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0
96.95,2026-01-30T17:00:00,2026-01-31T00:00:00,[],[],16018334,265022,141400,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83215.0
110.8,2026-01-30T12:00:00,2026-01-30T20:00:00,[],[],16018335,247133,141400,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0
110.8,2026-01-30T13:00:00,2026-01-30T21:00:00,[],[],16018337,265759,141400,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0
96.95,2026-01-30T17:00:00,2026-01-31T00:00:00,[],[],16018338,247115,141400,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83215.0
96.95,2026-01-30T17:00:00,2026-01-31T00:00:00,[],[],16018341,248029,141400,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83215.0
96.95,2026-01-30T17:00:00,2026-01-31T00:00:00,[],[],16018351,247130,141400,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,83215.0
110.8,2026-01-30T10:00:00,2026-01-30T18:00:00,[],[],16018118,247102,141401,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82067.0
138.5,2026-01-30T10:00:00,2026-01-30T20:00:00,[],[],16018119,249060,141401,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,54896,82067.0
96.95,2026-01-30T17:00:00,2026-01-31T00:00:00,[],[],16018130,250230,141401,2026-01-30,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,82067.0
