salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,positionId
157.5,2026-01-28T11:00:00,2026-01-28T21:30:00,[],[],16018416,247098,141403,2026-01-28,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:30,55297,
157.5,2026-01-28T11:00:00,2026-01-28T21:30:00,[],[],16018404,265783,141418,2026-01-28,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:30,55297,
127.8,2026-01-28T12:00:00,2026-01-28T21:00:00,[],[],16018662,247112,141569,2026-01-28,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:09:00,55297,
0.0,2026-01-28T11:00:00,2026-01-28T18:00:00,[],[],16018437,251262,141853,2026-01-28,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,55297,
0.0,2026-01-28T09:00:00,2026-01-28T17:00:00,[],[],16018468,265751,141844,2026-01-28,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:08:00,55301,
0.0,2026-01-28T09:00:00,2026-01-28T18:00:00,[],[],16018260,247145,141397,2026-01-28,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,83216.0
0.0,2026-01-28T09:00:00,2026-01-28T18:00:00,[],[],16018262,262321,141397,2026-01-28,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,83216.0
0.0,2026-01-28T10:00:00,2026-01-28T18:00:00,[],[],16018263,247669,141398,2026-01-28,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:08:00,54896,85099.0
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018147,265346,141399,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,83046.0
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018149,248037,141399,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,83046.0
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018150,265824,141399,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,83046.0
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018151,248029,141400,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018327,265754,141400,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,83215.0
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018328,247108,141400,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,83215.0
83.1,2026-01-28T10:00:00,2026-01-28T16:00:00,[],[],16018767,247129,141400,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54896,
83.1,2026-01-28T10:00:00,2026-01-28T16:00:00,[],[],16018768,247128,141400,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54896,
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018102,247102,141401,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,82067.0
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018103,247103,141401,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,82067.0
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018104,250230,141401,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,82067.0
105.0,2026-01-28T10:00:00,2026-01-28T17:00:00,[],[],16018057,265793,141403,2026-01-28,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:00,54896,82065.0
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018105,247076,141406,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,82066.0
69.25,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018106,247117,141406,2026-01-28,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,82066.0
0.0,2026-01-28T10:00:00,2026-01-28T17:00:00,[],[],16018284,248506,141413,2026-01-28,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,54896,83219.0
71.0,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018108,247091,141415,2026-01-28,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:05:00,54896,83222.0
112.0,2026-01-28T10:00:00,2026-01-28T17:00:00,[],[],16018363,247105,141417,2026-01-28,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:07:00,54896,
105.0,2026-01-28T10:00:00,2026-01-28T17:00:00,[],[],16018264,247135,141418,2026-01-28,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:00,54896,84166.0
105.0,2026-01-28T10:00:00,2026-01-28T17:00:00,[],[],16018295,247072,141418,2026-01-28,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:00,54896,84166.0
80.0,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018148,247141,141569,2026-01-28,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:05:00,54896,83224.0
71.0,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018207,247067,141569,2026-01-28,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:05:00,54896,83224.0
71.0,2026-01-28T10:00:00,2026-01-28T15:00:00,[],[],16018208,247139,141569,2026-01-28,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:05:00,54896,83224.0
